id;level_0;level_1;level_2;level_3;level_4;bezug;motiv_zielbildung;informationsaufnahme;informationsintegration;aktionsauswahl;aktionsausführung;effektkontrolle;utterance;utterance_english;tp;absatz;need_type;recipe_no;step_no;step_component_no;recipe_id;step_component_text;step_text;task_level_0;task_level_1;seq;norm_seq;next_norm_seq;previous_need;penultimate_need
2619;Recipe;Recipe Summary;;;;plan;fertig;fertig;fertig;in;offen;offen;Äh bitte die Kichererbsenpaprikasuppe;Uh please the chickpea pepper soup;16;30;fact;2;0;0;12;;;;;11;0,275;0,3;User Command;Ingredient
335;User Command;Repeat Ingredient Readout;;;;plan;fertig;in;offen;offen;offen;offen;Ähm Bitte nochmal das äh die Zutaten für die Suppe vorlesen .;Um Please read again the uh the ingredients for the soup .;16;32;coop;2;0;0;12;;;;;12;0,3;0,325;Recipe;User Command
1086;Ingredient;Ingredients in Recipe;Ingredients in Recipe - explicit;;;plan;fertig;in;offen;offen;offen;offen;Ähm Bitte nochmal das äh die Zutaten für die Suppe vorlesen .;Um please read out the uh the ingredients for the soup again .;16;32;fact;2;0;0;12;;;;;13;0,325;0,35;User Command;Recipe
1580;Preparation;Preparation Steps;Read out first step;;;plan;fertig;fertig;in;offen;offen;offen;Ähm Wie ist der erste Schritt des Rezepts ?;Um How is the first step of the recipe ?;16;34;competence;2;1;1;12;Am Abend vorher die getrockneten Kichererbsen waschen und über Nacht in reichlich kaltem Wasser einweichen.;"Am Abend vorher die getrockneten Kichererbsen waschen und über Nacht in reichlich kaltem Wasser einweichen.
Die Kichererbsen mit dem Einweichwasser am nächsten Tag aufsetzen und ca. 60 Minuten kochen.";Kichererbsen einweichen;Kichererbsen vorbereiten;14;0,35;0,375;Ingredient;User Command
1738;Preparation;Preparation Steps;Next Preparation Step;;;aktivitaet;fertig;fertig;in;offen;offen;offen;Ja ?;Yes ?;16;36;competence;2;1;2;12;Die Kichererbsen mit dem Einweichwasser am nächsten Tag aufsetzen und ca. 60 Minuten kochen.;"Am Abend vorher die getrockneten Kichererbsen waschen und über Nacht in reichlich kaltem Wasser einweichen.
Die Kichererbsen mit dem Einweichwasser am nächsten Tag aufsetzen und ca. 60 Minuten kochen.";Kichererbsen kochen;Kichererbsen vorbereiten;15;0,375;0,4;Preparation;Ingredient
2806;Miscellaneous;Question regarding experiment;;;;kein_bezug;kein_bezug;kein_bezug;kein_bezug;kein_bezug;kein_bezug;kein_bezug;Also ist ja auch ok wenn ich mir so irgendwas überlege oder ?;So it's okay if I think of something or?;16;38;fact;0;0;0;0;;;;;16;0,4;0,425;Preparation;Preparation
1581;Preparation;Preparation Steps;Read out first step;;;plan;fertig;in;offen;offen;offen;offen;Ähm lies doch nochmal äh das Rezept da von der von der Suppe vor also den den Anfang;Um, read again the recipe of the soup, the beginning.;16;44;competence;2;1;0;12;;"Am Abend vorher die getrockneten Kichererbsen waschen und über Nacht in reichlich kaltem Wasser einweichen.
Die Kichererbsen mit dem Einweichwasser am nächsten Tag aufsetzen und ca. 60 Minuten kochen.";;Kichererbsen vorbereiten;17;0,425;0,45;Miscellaneous;Preparation
251;Time;Cooking Time;;;;plan;fertig;in;offen;offen;offen;offen;Was stand da am Anfang die Kichererbsen 60 Minuten ?;What did it say at the beginning the chickpeas 60 minutes ?;16;50;fact;2;1;2;12;Die Kichererbsen mit dem Einweichwasser am nächsten Tag aufsetzen und ca. 60 Minuten kochen.;"Am Abend vorher die getrockneten Kichererbsen waschen und über Nacht in reichlich kaltem Wasser einweichen.
Die Kichererbsen mit dem Einweichwasser am nächsten Tag aufsetzen und ca. 60 Minuten kochen.";Kichererbsen kochen;Kichererbsen vorbereiten;18;0,45;0,475;Preparation;Miscellaneous
1582;Preparation;Preparation Steps;Read out first step;;;plan;fertig;in;offen;offen;offen;offen;Bitte nochmal zum zum ersten Schritt .;Please go back to the first step.;16;60;competence;2;1;1;12;Am Abend vorher die getrockneten Kichererbsen waschen und über Nacht in reichlich kaltem Wasser einweichen.;"Am Abend vorher die getrockneten Kichererbsen waschen und über Nacht in reichlich kaltem Wasser einweichen.
Die Kichererbsen mit dem Einweichwasser am nächsten Tag aufsetzen und ca. 60 Minuten kochen.";Kichererbsen einweichen;Kichererbsen vorbereiten;19;0,475;0,5;Time;Preparation
1739;Preparation;Preparation Steps;Next Preparation Step;;;aktivitaet;fertig;in;offen;offen;offen;offen;Dann ?;Then ?;16;60;competence;2;2;0;12;;"In der Zwischenzeit die Paprikaschoten waschen, in Stücke schneiden, 
dabei Stiele und Kerngehäuse entfernen und zusammen mit den grob 
zerkleinerten Zwiebeln und dem gehackten Knoblauch in einem großen Topf 
mit der Butter (oder dem Öl) dünsten und leicht bräunen.";;Gemüse dünsten;20;0,5;0,525;Preparation;Time
1740;Preparation;Preparation Steps;Next Preparation Step;;;aktivitaet;fertig;in;offen;offen;offen;offen;Und dann .;And then .;16;60;competence;2;2;0;12;;"In der Zwischenzeit die Paprikaschoten waschen, in Stücke schneiden, 
dabei Stiele und Kerngehäuse entfernen und zusammen mit den grob 
zerkleinerten Zwiebeln und dem gehackten Knoblauch in einem großen Topf 
mit der Butter (oder dem Öl) dünsten und leicht bräunen.";;Gemüse dünsten;21;0,525;0,55;Preparation;Preparation
1978;Preparation;Preparation Steps;Preparation Step - Explicit Reassurance;;;aktivitaet;fertig;fertig;fertig;fertig;fertig;in;Die Kichererbsen werden gekocht ?;The chickpeas are cooked ?;16;60;competence;2;3;1,2;12;Mit der Hälfte der Gemüsebrühe ablöschen, die inzwischen abgegossenen Kichererbsen (Wasser zurückbehalten!) bis auf 3 EL dazugeben. Alles zusammen im geschlossenen Topf 20 Minuten köcheln lassen;"Mit der Hälfte der Gemüsebrühe ablöschen, die inzwischen abgegossenen 
Kichererbsen (Wasser zurückbehalten!) bis auf 3 EL dazugeben, alles 
zusammen im geschlossenen Topf noch ca. 20 Minuten köcheln lassen und 
anschließend pürieren.";Gemüsebrühe und Kichererbsen dazugeben,Allesköcheln lassen;Zutaten pürieren;22;0,55;0,575;Preparation;Preparation
2533;Cooking technique;Cooking technique - Ingredient;;;;aktivitaet;fertig;fertig;fertig;in;offen;offen;Wie schneidet man am besten Tomaten Längs quer gewürfelt;What is the best way to cut tomatoes lengthwise crosswise diced ?;16;62;competence;2;2;1;12;"In der Zwischenzeit die Paprikaschoten waschen, in Stücke schneiden, 
dabei Stiele und Kerngehäuse entfernen";"In der Zwischenzeit die Paprikaschoten waschen, in Stücke schneiden, 
dabei Stiele und Kerngehäuse entfernen und zusammen mit den grob 
zerkleinerten Zwiebeln und dem gehackten Knoblauch in einem großen Topf 
mit der Butter (oder dem Öl) dünsten und leicht bräunen.";Paprika schneiden;Gemüse dünsten;23;0,575;0,6;Preparation;Preparation
171;Time;Preparation Time;;;;aktivitaet;fertig;fertig;in;offen;offen;offen;Wie lang stand da dass der braucht bis er das Wasser absorbiert hat ?;How long did it say it would take to absorb the water ?;16;66;fact;1;3;2;11;;;Bulgur quellen lassen;Bulgur quellen lassen;24;0,6;0,625;Cooking technique;Preparation
1896;Preparation;Preparation Steps;Jump to specific preparation step;;;plan;fertig;in;offen;offen;offen;offen;Lies bitte den nächsten Schritt vor wenn die Zutaten goldgelb angedünstet sind;Please read the next step when the ingredients are cooked until golden brown.;16;68;competence;2;3;1;12;Mit der Hälfte der Gemüsebrühe ablöschen, die inzwischen abgegossenen Kichererbsen (Wasser zurückbehalten!) bis auf 3 EL dazugeben;"Mit der Hälfte der Gemüsebrühe ablöschen, die inzwischen abgegossenen 
Kichererbsen (Wasser zurückbehalten!) bis auf 3 EL dazugeben, alles 
zusammen im geschlossenen Topf noch ca. 20 Minuten köcheln lassen und 
anschließend pürieren.";Gemüsebrühe und Kichererbsen dazugeben;Zutaten pürieren;25;0,625;0,65;Time;Cooking technique
568;Amount;Amount of Ingredients;;;;aktivitaet;fertig;fertig;in;offen;offen;offen;Und was war als Mengenangabe zur Gemüsebrühe ähm angegeben ?;And what was the quantity of vegetable broth ?;16;70;fact;2;3;1;12;Mit der Hälfte der Gemüsebrühe ablöschen, die inzwischen abgegossenen Kichererbsen (Wasser zurückbehalten!) bis auf 3 EL dazugeben;"Mit der Hälfte der Gemüsebrühe ablöschen, die inzwischen abgegossenen 
Kichererbsen (Wasser zurückbehalten!) bis auf 3 EL dazugeben, alles 
zusammen im geschlossenen Topf noch ca. 20 Minuten köcheln lassen und 
anschließend pürieren.";Gemüsebrühe und Kichererbsen dazugeben;Zutaten pürieren;26;0,65;0,675;Preparation;Time
569;Amount;Amount of Ingredients;;;;aktivitaet;fertig;fertig;in;offen;offen;offen;Steht was wie viel äh Teelöffel Gemüsebrühe man;Does it say how many teaspoons of vegetable broth to add ?;16;74;fact;2;3;1;12;Mit der Hälfte der Gemüsebrühe ablöschen, die inzwischen abgegossenen Kichererbsen (Wasser zurückbehalten!) bis auf 3 EL dazugeben;"Mit der Hälfte der Gemüsebrühe ablöschen, die inzwischen abgegossenen 
Kichererbsen (Wasser zurückbehalten!) bis auf 3 EL dazugeben, alles 
zusammen im geschlossenen Topf noch ca. 20 Minuten köcheln lassen und 
anschließend pürieren.";Gemüsebrühe und Kichererbsen dazugeben;Zutaten pürieren;27;0,675;0,7;Amount;Preparation
1145;Ingredient;Ingredients in Recipe;Ingredient Existence in Recipe;Ingredient Existence in Recipe - explicit;;aktivitaet;fertig;fertig;fertig;fertig;fertig;in;Im Rezept stand äh Paprika Zwiebel und Knoblauch . Richtig ?;In the recipe it said paprika, onion and garlic. Correct ?;16;78;fact;2;2;1,2,3;12;"In der Zwischenzeit die Paprikaschoten waschen, in Stücke schneiden, 
dabei Stiele und Kerngehäuse entfernen. Zwiebeln grob zerkleinern. Knoblauch hacken";"In der Zwischenzeit die Paprikaschoten waschen, in Stücke schneiden, 
dabei Stiele und Kerngehäuse entfernen und zusammen mit den grob 
zerkleinerten Zwiebeln und dem gehackten Knoblauch in einem großen Topf 
mit der Butter (oder dem Öl) dünsten und leicht bräunen.";Paprika schneiden,Zwiebeln zerkleinern,Knoblauch hacken;Gemüse dünsten;28;0,7;0,725;Amount;Amount
1209;Ingredient;Ingredients in Recipe;Reassurance explicit;;;aktivitaet;fertig;fertig;fertig;fertig;fertig;in;Im Rezept stand äh Paprika Zwiebel und Knoblauch . Richtig ?;The recipe said paprika, onion and garlic. Is that right ?;16;78;fact;2;2;1,2,3;12;"In der Zwischenzeit die Paprikaschoten waschen, in Stücke schneiden, 
dabei Stiele und Kerngehäuse entfernen. Zwiebeln grob zerkleinern. Knoblauch hacken";"In der Zwischenzeit die Paprikaschoten waschen, in Stücke schneiden, 
dabei Stiele und Kerngehäuse entfernen und zusammen mit den grob 
zerkleinerten Zwiebeln und dem gehackten Knoblauch in einem großen Topf 
mit der Butter (oder dem Öl) dünsten und leicht bräunen.";Paprika schneiden,Zwiebeln zerkleinern,Knoblauch hacken;Gemüse dünsten;29;0,725;0,75;Ingredient;Amount
1146;Ingredient;Ingredients in Recipe;Ingredient Existence in Recipe;Ingredient Existence in Recipe - explicit;;aktivitaet;fertig;fertig;fertig;in;offen;offen;Brauch ich das Wasser von den Kichererbsen äh wo die drin schwimmen später noch ?;Do I need the water from the chickpeas where they float later?;16;82;fact;2;4;4;12;Optional: Suppe mit Kichererbsenwasser verdünnen;"Eventuell die Masse durch ein sehr grobes Sieb streichen (sofern 
vorhanden), ansonsten die pürierte Suppe nun mit der restlichen 
Gemüsebrühe auffüllen und die zurückbehaltenen Kichererbsen dazugeben. 
Nun noch mit Majoran, Salz und Pfeffer abschmecken und alles zusammen 
noch einmal kurz aufkochen. Je nach Geschmack die Suppe mit etwas Kichererbsenwasser verdünnen.
Zum Schluss mit einem Löffel saurer Sahne oder Schmand auf dem Teller anrichten. ";Optional: Suppe mit Kichererbsenwasser verdünnen;Suppe würzen;30;0,75;0,775;Ingredient;Ingredient
1897;Preparation;Preparation Steps;Jump to specific preparation step;;;plan;fertig;in;offen;offen;offen;offen;Wie war der Schritt nach dem Andünsten;What was the step after sautéing;16;84;competence;2;3;1;12;Mit der Hälfte der Gemüsebrühe ablöschen, die inzwischen abgegossenen Kichererbsen (Wasser zurückbehalten!) bis auf 3 EL dazugeben;"Mit der Hälfte der Gemüsebrühe ablöschen, die inzwischen abgegossenen 
Kichererbsen (Wasser zurückbehalten!) bis auf 3 EL dazugeben, alles 
zusammen im geschlossenen Topf noch ca. 20 Minuten köcheln lassen und 
anschließend pürieren.";Gemüsebrühe und Kichererbsen dazugeben;Zutaten pürieren;31;0,775;0,8;Ingredient;Ingredient
2820;Miscellaneous;System Abilities;;;;kein_bezug;kein_bezug;kein_bezug;kein_bezug;kein_bezug;kein_bezug;kein_bezug;Ähm Mein Sprachassistent äh kann auch die Zeit messen oder ?;Um, my voice assistant can also measure the time, right?;16;96;fact;0;0;0;0;;;;;32;0,8;0,825;Preparation;Ingredient
303;User Command;Timer;;;;kein_bezug;kein_bezug;kein_bezug;kein_bezug;kein_bezug;kein_bezug;kein_bezug;Ähm Stopp mal 15 Minuten ab jetzt .;Um Stop times 15 minutes from now.;16;98;coop;2;3;2;12;Alles zusammen im geschlossenen Topf 20 Minuten köcheln lassen;"Mit der Hälfte der Gemüsebrühe ablöschen, die inzwischen abgegossenen 
Kichererbsen (Wasser zurückbehalten!) bis auf 3 EL dazugeben, alles 
zusammen im geschlossenen Topf noch ca. 20 Minuten köcheln lassen und 
anschließend pürieren.";Alles köcheln lassen;Zutaten pürieren;33;0,825;0,85;Miscellaneous;Preparation
1898;Preparation;Preparation Steps;Jump to specific preparation step;;;plan;fertig;in;offen;offen;offen;offen;Lies mal gleich noch vor wie es dann weitergeht wenn wir diesen Topf wieder aufmachen;Read out how it goes on when we open this pot again.;16;100;competence;2;3;3;12;Alles zusammen pürieren;"Mit der Hälfte der Gemüsebrühe ablöschen, die inzwischen abgegossenen 
Kichererbsen (Wasser zurückbehalten!) bis auf 3 EL dazugeben, alles 
zusammen im geschlossenen Topf noch ca. 20 Minuten köcheln lassen und 
anschließend pürieren.";Alles pürieren;Zutaten pürieren;34;0,85;0,875;User Command;Miscellaneous
1979;Preparation;Preparation Steps;Preparation Step - Explicit Reassurance;;;plan;fertig;in;offen;offen;offen;offen;Jetzt die Wie waren die letzten Arbeitsschritte dir restliche Brühe dazugeben ?;Now the How were the last steps add the rest of the broth ?;16;108;competence;2;4;1;12;"Eventuell die Masse durch ein sehr grobes Sieb streichen (sofern 
vorhanden), ansonsten die pürierte Suppe nun mit der restlichen 
Gemüsebrühe auffüllen und die zurückbehaltenen Kichererbsen dazugeben. ";"Eventuell die Masse durch ein sehr grobes Sieb streichen (sofern 
vorhanden), ansonsten die pürierte Suppe nun mit der restlichen 
Gemüsebrühe auffüllen und die zurückbehaltenen Kichererbsen dazugeben. 
Nun noch mit Majoran, Salz und Pfeffer abschmecken und alles zusammen 
noch einmal kurz aufkochen. Je nach Geschmack die Suppe mit etwas Kichererbsenwasser verdünnen.
Zum Schluss mit einem Löffel saurer Sahne oder Schmand auf dem Teller anrichten. ";Gemüsebrühe und Kichererbsen zugeben;Suppe würzen;35;0,875;0,9;Preparation;User Command
1741;Preparation;Preparation Steps;Next Preparation Step;;;plan;fertig;in;offen;offen;offen;offen;Dann wie ist es weiter ? verfeinern mit;Then how is it further ? refine with;16;110;competence;2;4;2;12;Nun noch mit Majoran, Salz und Pfeffer abschmecken;"Eventuell die Masse durch ein sehr grobes Sieb streichen (sofern 
vorhanden), ansonsten die pürierte Suppe nun mit der restlichen 
Gemüsebrühe auffüllen und die zurückbehaltenen Kichererbsen dazugeben. 
Nun noch mit Majoran, Salz und Pfeffer abschmecken und alles zusammen 
noch einmal kurz aufkochen. Je nach Geschmack die Suppe mit etwas Kichererbsenwasser verdünnen.
Zum Schluss mit einem Löffel saurer Sahne oder Schmand auf dem Teller anrichten. ";Majoran Salz Pfeffer hinzugeben;Suppe würzen;36;0,9;0,925;Preparation;Preparation
2159;Preparation;Preparation Steps;Preparation Step - Implicit Reassurance;;;plan;fertig;in;offen;offen;offen;offen;verfeinern mit;refine with;16;110;competence;2;4;2;12;Nun noch mit Majoran, Salz und Pfeffer abschmecken;"Eventuell die Masse durch ein sehr grobes Sieb streichen (sofern 
vorhanden), ansonsten die pürierte Suppe nun mit der restlichen 
Gemüsebrühe auffüllen und die zurückbehaltenen Kichererbsen dazugeben. 
Nun noch mit Majoran, Salz und Pfeffer abschmecken und alles zusammen 
noch einmal kurz aufkochen. Je nach Geschmack die Suppe mit etwas Kichererbsenwasser verdünnen.
Zum Schluss mit einem Löffel saurer Sahne oder Schmand auf dem Teller anrichten. ";Majoran Salz Pfeffer hinzugeben;Suppe würzen;37;0,925;0,95;Preparation;Preparation
2160;Preparation;Preparation Steps;Preparation Step - Implicit Reassurance;;;aktivitaet;fertig;fertig;fertig;fertig;fertig;in;Dann Ist die Suppe fertig .;Then the soup is ready.;16;112;competence;2;4;5;12;Mit einem Löffel saurer Sahne oder Schmand auf dem Teller anrichten;"Eventuell die Masse durch ein sehr grobes Sieb streichen (sofern 
vorhanden), ansonsten die pürierte Suppe nun mit der restlichen 
Gemüsebrühe auffüllen und die zurückbehaltenen Kichererbsen dazugeben. 
Nun noch mit Majoran, Salz und Pfeffer abschmecken und alles zusammen 
noch einmal kurz aufkochen. Je nach Geschmack die Suppe mit etwas Kichererbsenwasser verdünnen.
Zum Schluss mit einem Löffel saurer Sahne oder Schmand auf dem Teller anrichten. ";Mit saurer Sahne anrichten;Suppe würzen;38;0,95;0,975;Preparation;Preparation
2318;Preparation;Preparation finished reassurance;;;;aktivitaet;fertig;fertig;fertig;fertig;fertig;in;Dann Ist die Suppe fertig .;Then the soup is ready .;16;112;competence;2;4;5;12;Mit einem Löffel saurer Sahne oder Schmand auf dem Teller anrichten;"Eventuell die Masse durch ein sehr grobes Sieb streichen (sofern 
vorhanden), ansonsten die pürierte Suppe nun mit der restlichen 
Gemüsebrühe auffüllen und die zurückbehaltenen Kichererbsen dazugeben. 
Nun noch mit Majoran, Salz und Pfeffer abschmecken und alles zusammen 
noch einmal kurz aufkochen. Je nach Geschmack die Suppe mit etwas Kichererbsenwasser verdünnen.
Zum Schluss mit einem Löffel saurer Sahne oder Schmand auf dem Teller anrichten. ";Mit saurer Sahne anrichten;Suppe würzen;39;0,975;1;Preparation;Preparation
2319;Preparation;Preparation finished reassurance;;;;kein_bezug;kein_bezug;kein_bezug;kein_bezug;kein_bezug;kein_bezug;kein_bezug;Oder war noch was mit;Or was there something with;16;114;competence;2;4;5;12;Mit einem Löffel saurer Sahne oder Schmand auf dem Teller anrichten;"Eventuell die Masse durch ein sehr grobes Sieb streichen (sofern 
vorhanden), ansonsten die pürierte Suppe nun mit der restlichen 
Gemüsebrühe auffüllen und die zurückbehaltenen Kichererbsen dazugeben. 
Nun noch mit Majoran, Salz und Pfeffer abschmecken und alles zusammen 
noch einmal kurz aufkochen. Je nach Geschmack die Suppe mit etwas Kichererbsenwasser verdünnen.
Zum Schluss mit einem Löffel saurer Sahne oder Schmand auf dem Teller anrichten. ";Mit saurer Sahne anrichten;Suppe würzen;40;1;1;Preparation;Preparation
2712;Recipe;Recipe Retrieval;Recipe Request;Recipe Request with Ingredients;explicit;plan;in;offen;offen;offen;offen;offen;Ok Alex . Was könnte man mit einem Spargel machen ?;Okay, Alex. What could you do with asparagus ?;17;1;fact;0;0;0;0;;;;;1;0,008849558;0,01769912;;
1087;Ingredient;Ingredients in Recipe;Ingredients in Recipe - explicit;;;plan;fertig;fertig;in;offen;offen;offen;Was braucht man für Sauce Hollandaise alles ?;What do you need for hollandaise sauce?;17;3;fact;0;0;0;0;;;;;2;0,017699115;0,02654867;Recipe;
2713;Recipe;Recipe Retrieval;Recipe Request;Recipe Request with Ingredients;explicit;plan;in;offen;offen;offen;offen;offen;Was kann man mit Kartoffeln machen ? Oder ja was wird da empfohlen . So was sind da so norMAle Gerichte sag ich mal;What can you do with potatoes? Or yes what is recommended there. So what are there so norMAle dishes I say times;17;5;fact;0;0;0;0;;;;;3;0,026548673;0,03539823;Ingredient;Recipe
2651;Recipe;Recipe Retrieval;Read out result list;Read out certain recipe result;;plan;fertig;in;offen;offen;offen;offen;Ok Was war das ganz erste ?;Ok What was the first one ?;17;7;fact;0;0;0;0;;;;;4;0,03539823;0,04424779;Recipe;Ingredient
2652;Recipe;Recipe Retrieval;Read out result list;Read out certain recipe result;;plan;fertig;in;offen;offen;offen;offen;Ich mein ich mein das von davor;I mean the one before;17;9;fact;0;0;0;0;;;;;5;0,044247788;0,05309735;Recipe;Recipe
1088;Ingredient;Ingredients in Recipe;Ingredients in Recipe - explicit;;;plan;fertig;in;offen;offen;offen;offen;Ok Was braucht man alles dafür ?;Ok What do you need for it ?;17;11;fact;0;0;0;0;;;;;6;0,053097345;0,0619469;Recipe;Recipe
1089;Ingredient;Ingredients in Recipe;Ingredients in Recipe - explicit;;;plan;fertig;in;offen;offen;offen;offen;Ok . Was war das zweite ?;What was the second one ? What was the second one?;17;13;fact;0;0;0;0;;;;;7;0,061946903;0,07079646;Ingredient;Recipe
2636;Recipe;Recipe Retrieval;Read out result list;Repeat recipe search result readout;;plan;fertig;in;offen;offen;offen;offen;Was waren die anderen Dinger nochmal ? Hab ich vergessen;What were the other things again? I forgot.;17;15;fact;0;0;0;0;;;;;8;0,07079646;0,07964602;Ingredient;Ingredient
2638;Recipe;Recipe Retrieval;Read out result list;Redaout next recipe search result;;plan;fertig;in;offen;offen;offen;offen;Mhm;Mhm;17;17;fact;0;0;0;0;;;;;9;0,079646018;0,08849558;Recipe;Ingredient
2714;Recipe;Recipe Retrieval;Recipe Request;Recipe Request with Ingredients;explicit;plan;in;offen;offen;offen;offen;offen;Schau mal was man mit- Gibt es etwas man mit Kartoffeln und Bohnen machen könnte ?;Look what you could do with- Is there something you could do with potatoes and beans?;17;19;fact;0;0;0;0;;;;;10;0,088495575;0,09734513;Recipe;Recipe
386;User Command;Recipe Selection;Recipe selection - implicit;;;plan;fertig;fertig;fertig;in;offen;offen;Das erste hat sich ganz gut angehört eigentlich;The first one sounded good.;17;21;coop;0;0;0;0;;;;;11;0,097345133;0,10619469;Recipe;Recipe
1090;Ingredient;Ingredients in Recipe;Ingredients in Recipe - explicit;;;plan;fertig;in;offen;offen;offen;offen;Mhm Was braucht man da alles ?;What do you need?;17;23;fact;0;0;0;0;;;;;12;0,10619469;0,11504425;User Command;Recipe
2715;Recipe;Recipe Retrieval;Recipe Request;Recipe Request with Ingredients;explicit;plan;in;offen;offen;offen;offen;offen;Ok was könnte man allgemein mit so Kidneybohnen machen ?;Okay, what could you do with kidney beans in general?;17;25;fact;0;0;0;0;;;;;13;0,115044248;0,12389381;Ingredient;User Command
77;Knowledge;Knowledge Ingredient;;;;plan;fertig;fertig;fertig;fertig;in;offen;Mhm Ok . Was ist das ?;Okay. What's that?;17;27;fact;0;0;0;0;;;;;14;0,123893805;0,13274336;Recipe;Ingredient
1255;Ingredient;Ingredient Comparison;;;;plan;fertig;in;offen;offen;offen;offen;Wie so Süßkartoffeln quasi;Like sweet potatoes so to speak;17;31;fact;0;0;0;0;;;;;15;0,132743363;0,14159292;Knowledge;Recipe
2716;Recipe;Recipe Retrieval;Recipe Request;Recipe Request with Ingredients;explicit;aktivitaet;fertig;in;offen;offen;offen;offen;Ok Gibt es da irgendwas . Was man mit dem macht Oder was macht man mit dem .;Ok Is there anything . What to do with it or what to do with it.;17;33;fact;0;0;0;0;;;;;16;0,14159292;0,15044248;Ingredient;Knowledge
2717;Recipe;Recipe Retrieval;Recipe Request;Recipe Request with Ingredients;explicit;aktivitaet;in;offen;offen;offen;offen;offen;Was kann man mit den Freunden hier ? also mit den Süßkartoffeldingern den Tomaten mit den Bohnen und den Kartoffeln machen .;What can you do with the friends here ? so with the sweet potato things the tomatoes with the beans and the potatoes .;17;35;fact;0;0;0;0;;;;;17;0,150442478;0,15929204;Recipe;Ingredient
2653;Recipe;Recipe Retrieval;Read out result list;Read out certain recipe result;;plan;fertig;in;offen;offen;offen;offen;Genau . Was war nochmal das Erste ? Das erste und das zweite ? Sorry .;Exactly . What was the first one again? The first and the second? Sorry.;17;39;fact;0;0;0;0;;;;;18;0,159292035;0,16814159;Recipe;Recipe
1091;Ingredient;Ingredients in Recipe;Ingredients in Recipe - explicit;;;plan;fertig;in;offen;offen;offen;offen;Mhm Was braucht man dafür alles .;Mhm What do you need for that?;17;41;fact;0;0;0;0;;;;;19;0,168141593;0,17699115;Recipe;Recipe
2718;Recipe;Recipe Retrieval;Recipe Request;Recipe Request with Ingredients;explicit;plan;in;offen;offen;offen;offen;offen;Mhm Ok . Was macht man denn aus Weizengrütze . Da hab ich überhaupt kein plan was die so tut;Mhm Ok. What do you make from wheat groats . Since I have no plan at all what the so does;17;43;fact;0;0;0;0;;;;;20;0,17699115;0,18584071;Ingredient;Recipe
2639;Recipe;Recipe Retrieval;Read out result list;Redaout next recipe search result;;plan;fertig;fertig;in;offen;offen;offen;Mhm;Mhm;17;45;fact;0;0;0;0;;;;;21;0,185840708;0,19469027;Recipe;Ingredient
2640;Recipe;Recipe Retrieval;Read out result list;Redaout next recipe search result;;plan;fertig;fertig;in;offen;offen;offen;Mhm;Mhm;17;47;fact;0;0;0;0;;;;;22;0,194690265;0,20353982;Recipe;Recipe
2641;Recipe;Recipe Retrieval;Read out result list;Redaout next recipe search result;;plan;fertig;fertig;in;offen;offen;offen;Mhm;Mhm;17;49;fact;0;0;0;0;;;;;23;0,203539823;0,21238938;Recipe;Recipe
2719;Recipe;Recipe Retrieval;Recipe Request;Recipe Request with Ingredients;explicit;plan;in;offen;offen;offen;offen;offen;Ok Gut . Was könnte man denn aus Papirka und Kartoffeln machen ?;Ok Good . What could you make from papirka and potatoes ?;17;51;fact;0;0;0;0;;;;;24;0,212389381;0,22123894;Recipe;Recipe
2642;Recipe;Recipe Retrieval;Read out result list;Redaout next recipe search result;;plan;fertig;fertig;in;offen;offen;offen;Mhm;Mhm;17;53;fact;0;0;0;0;;;;;25;0,221238938;0,2300885;Recipe;Recipe
1092;Ingredient;Ingredients in Recipe;Ingredients in Recipe - explicit;;;plan;fertig;in;offen;offen;offen;offen;Was bräuchte man alles für die Kartoffelpaprikapfanne ?;What would you need for the potato-paprika pan ?;17;55;fact;0;0;0;0;;;;;26;0,230088496;0,23893805;Recipe;Recipe
2763;Recipe;Recipe Retrieval;Alternative Recipe Request;implicit;;aktivitaet;in;offen;offen;offen;offen;offen;Hm . Ja ok das wird wohl auch nicht;Hm. Yes ok that will probably not.;17;57;fact;0;0;0;0;;;;;27;0,238938053;0,24778761;Ingredient;Recipe
336;User Command;Repeat Ingredient Readout;;;;plan;fertig;in;offen;offen;offen;offen;Und was war das nochmal ?;And what was that again?;17;59;coop;0;0;0;0;;;;;28;0,247787611;0,25663717;Recipe;Ingredient
1093;Ingredient;Ingredients in Recipe;Ingredients in Recipe - explicit;;;plan;fertig;in;offen;offen;offen;offen;Und was war das nochmal ?;And what was that again?;17;59;fact;0;0;0;0;;;;;29;0,256637168;0,26548673;User Command;Recipe
2720;Recipe;Recipe Retrieval;Recipe Request;Recipe Request with Ingredients;explicit;plan;in;offen;offen;offen;offen;offen;Mhm Ähm Ich glaube das habe ich jetzt schon mal gefragt was kann man aus den drei Freunden hier machen ? Also irgendwie Kartoffeln Süßkartoffeldings hm Bohnen ?;Mhm Um I think I've asked this before what can you make out of the three friends here? So somehow potatoes sweet potato thing hm beans ?;17;61;fact;0;0;0;0;;;;;30;0,265486726;0,27433628;Ingredient;User Command
