utterance;level_0;level_1;level_2;tp;absatz;seq
Und wenn ich den aufgelockert habe was dann? Also nachdem die ganzen Dinger geschält sind und angebraten sind kommt der Bulgur einfach dazu. Und wird nochmal kurz angebraten.;competence;Preparation;Preparation Steps;25;126;42
Also nachdem die ganzen Dinger geschält sind und angebraten sind kommt der Bulgur einfach dazu. Und wird nochmal kurz angebraten. So. Die Kartoffeln wenn die Farbe angenommen haben kommen auf die Seite oder?;competence;Preparation;Preparation Steps;25;128;43
So. Die Kartoffeln wenn die Farbe angenommen haben kommen auf die Seite oder? So. Wenn das Gemüse fertig ist einfach zu den Kartoffeln dazu ne?;competence;Preparation;Preparation Steps;25;130;44
So. Wenn das Gemüse fertig ist einfach zu den Kartoffeln dazu ne? Ja;competence;Preparation;Preparation Steps;25;132;45
Ja. Und das war es dann.;competence;Preparation;Preparation finished reassurance;25;136;46
Und das war es dann. Und der soll dann auch noch ein bisschen anbraten oder? Da drin Oder hab ich mich da jetzt falsch erinnert.;competence;Preparation;Preparation Steps;25;138;47
Und der soll dann auch noch ein bisschen anbraten oder? Da drin Oder hab ich mich da jetzt falsch erinnert. Welche welche Gewürze werden da in dem Rezept nahegelegt?;fact;Ingredient;Ingredients in Recipe;25;142;48
Welche welche Gewürze werden da in dem Rezept nahegelegt? Was ist Bulgur eigentlich?;fact;Knowledge;Knowledge Ingredient;25;146;49
Was ist Bulgur eigentlich? Kann man sowas kalt essen?;fact;Knowledge;Knowledge Ingredient;25;150;50
Die sind schon eingelegt oder?;fact;Ingredient;Ingredient Type;26;2;1
Die sind schon eingelegt oder? Die muss man nicht mehr über Nacht stehen lassen.;fact;Ingredient;Proper Storage of Ingredient;26;4;2
Die muss man nicht mehr über Nacht stehen lassen.;fact;Ingredient;Proper Storage of Ingredient;26;4;3
Die muss man nicht mehr über Nacht stehen lassen. Ich hätte gern Magst du googeln ob es eine Paprikafüllung gibt äh ne warte für eine gekochte Paprika ein Füllung mit Kichererbsen;fact;Recipe;Recipe Retrieval;26;6;4
Ich hätte gern Magst du googeln ob es eine Paprikafüllung gibt äh ne warte für eine gekochte Paprika ein Füllung mit Kichererbsen. Magst mal vorlesen was da reingehört?;fact;Ingredient;Ingredients in Recipe;26;16;5
Magst mal vorlesen was da reingehört? Mhm;fact;Ingredient;Ingredients in Recipe;26;18;6
Mhm. Mhm;fact;Ingredient;Ingredients in Recipe;26;20;7
Mhm. Mhm;fact;Ingredient;Ingredients in Recipe;26;22;8
Mhm. Orangensaft habe ich nicht da könnte man aber Orangenöl und Zitronensaft hernehmen? Und kombinieren?;fact;Ingredient;Ingredient Substitution;26;24;9
Orangensaft habe ich nicht da könnte man aber Orangenöl und Zitronensaft hernehmen? Und kombinieren?;fact;Ingredient;Ingredient Substitution;26;24;10
Orangensaft habe ich nicht da könnte man aber Orangenöl und Zitronensaft hernehmen? Und kombinieren? Wie kompliziert ist denn das was steht denn da da?;fact;Recipe;Recipe Degree of Complexity;26;26;11
Wie kompliziert ist denn das was steht denn da da? Und wie lange dauert das?;fact;Time;Preparation Time;26;28;12
Und wie lange dauert das? Hättest du Lust zu schauen ob es eine Kichererbsen und Spargelkombination gibt?;fact;Recipe;Recipe Retrieval;26;38;13
Hättest du Lust zu schauen ob es eine Kichererbsen und Spargelkombination gibt? Mhm? Cool?;fact;Recipe;Recipe Retrieval;26;40;14
Mhm? Cool? Mhm;fact;Recipe;Recipe Retrieval;26;42;15
Mhm. Mhm;fact;Recipe;Recipe Retrieval;26;44;16
Mhm. Hm;fact;Recipe;Recipe Retrieval;26;46;17
Hm. Wart Kichererbsencurry mit;fact;Recipe;Recipe Retrieval;26;48;18
Wart Kichererbsencurry mit. Magst schauen was davon gut schnell geht?;fact;Time;Preparation Time;26;50;19
Magst schauen was davon gut schnell geht? Mhm? Bei dem Curry?;fact;Time;Preparation Time;26;52;20
Mhm? Bei dem Curry? Ähm was muss ich mit der Paprika machen.;competence;Preparation;Preparation of Ingredient;26;70;21
Ähm was muss ich mit der Paprika machen. Mhm?;competence;Preparation;Preparation Steps;26;74;22
Mhm? Mhm;competence;Preparation;Preparation Steps;26;76;23
Mhm. Aber ich glaub das kann man auch zerdatschen oder?;fact;Ingredient;Ingredient - Proper Usage;26;80;24
Aber ich glaub das kann man auch zerdatschen oder?;fact;Ingredient;Ingredient - Proper Usage;26;80;25
Aber ich glaub das kann man auch zerdatschen oder? Und wie viel Kichererbsen brauche ich;fact;Amount;Amount of Ingredients;26;82;26
Und wie viel Kichererbsen brauche ich. wir machen ja quasi nur EINE von vier Paprika oder?;fact;Amount;Amount of Ingredients;26;82;27
wir machen ja quasi nur EINE von vier Paprika oder? Dann bräuchte ich da jetzt nur so ein Viertel davon.;fact;Amount;Amount of Ingredients;26;82;28
Dann bräuchte ich da jetzt nur so ein Viertel davon. Wie viel Zitronensaft äh Orangensaft hätten die denn hergenommen?;fact;Amount;Amount of Ingredients;26;90;29
Wie viel Zitronensaft äh Orangensaft hätten die denn hergenommen? Jetzt haben wir quasi den Orangensaft ersetzt.;fact;Ingredient;Ingredient Substitution;26;94;30
Jetzt haben wir quasi den Orangensaft ersetzt. Was brauchen wir noch?;fact;Ingredient;Ingredients in Recipe;26;96;31
Was brauchen wir noch? Wie viel Olivenöl;fact;Amount;Amount of Ingredients;26;100;32
Wie viel Olivenöl. Ok. Ein halber quasi.;fact;Amount;Amount of Ingredients;26;102;33
Ok. Ein halber quasi. Und wie viel Knoblauch?;fact;Amount;Amount of Ingredients;26;104;34
Und wie viel Knoblauch? Jetzt weiß ich es schon gell jetzt zerstampfen.;competence;Preparation;Preparation Steps;26;106;35
Jetzt weiß ich es schon gell jetzt zerstampfen. Ah ja. Was brauch ich denn?;fact;Ingredient;Ingredients in Recipe;26;108;36
Ah ja. Was brauch ich denn? Paprika Und dann Salz Pfeffer oder?;fact;Ingredient;Ingredients in Recipe;26;112;37
Paprika Und dann Salz Pfeffer oder?;fact;Ingredient;Ingredients in Recipe;26;112;38
Paprika Und dann Salz Pfeffer oder? Wie viel Salz war denn angegeben?;fact;Amount;Amount of Ingredients;26;114;39
Wie viel Salz war denn angegeben? Jetzt manschen.;competence;Preparation;Preparation Steps;26;116;40
Jetzt manschen. Ich hätte die jetzt durch Pesto ersetzt;fact;Ingredient;Ingredient Substitution;26;120;41
Ich hätte die jetzt durch Pesto ersetzt;fact;Ingredient;Ingredient Substitution;26;120;42
Ich hätte die jetzt durch Pesto ersetzt. Äh und jetzt füll ich das gell?;competence;Preparation;Preparation Steps;26;124;43
Äh und jetzt füll ich das gell? Mhm;competence;Preparation;Preparation Steps;26;126;44
Mhm. Mhm?;competence;Preparation;Preparation Steps;26;128;45
Mhm? Mhm?;competence;Preparation;Preparation Steps;26;130;46
Mhm? Wie lange muss das nachher sein?;fact;Time;Roasting Time;26;132;47
Wie lange muss das nachher sein? Cool. Hau raus.;fact;Ingredient;Ingredients in Recipe;26;136;48
Cool. Hau raus. Mhm?;fact;Ingredient;Ingredients in Recipe;26;140;49
Mhm? Mhm?;fact;Ingredient;Ingredients in Recipe;26;142;50
Mhm? Mhm?;fact;Ingredient;Ingredients in Recipe;26;144;51
Mhm? Mhm;fact;Ingredient;Ingredients in Recipe;26;146;52
Mhm. Mhm;fact;Ingredient;Ingredients in Recipe;26;148;53
Mhm. Mhm hab ich;fact;Ingredient;Ingredients in Recipe;26;150;54
Mhm hab ich. Mhm;fact;Ingredient;Ingredients in Recipe;26;152;55
Mhm. Knolle.;fact;Amount;Amount of Ingredients;26;154;56
Knolle. Mhm;fact;Ingredient;Ingredients in Recipe;26;160;57
Mhm. Mhm;fact;Ingredient;Ingredients in Recipe;26;162;58
Mhm. Mhm;fact;Ingredient;Ingredients in Recipe;26;164;59
Mhm. Mhm;fact;Ingredient;Ingredients in Recipe;26;166;60
Mhm. Mhm;fact;Ingredient;Ingredients in Recipe;26;168;61
Mhm. Mhm;fact;Ingredient;Ingredients in Recipe;26;170;62
Mhm. Aber man kann ja Ah weißt du was man kann doch ein Curry auch mit Sahne machen statt Kokosmilch oder?;fact;Ingredient;Ingredient Substitution;26;172;63
Aber man kann ja Ah weißt du was man kann doch ein Curry auch mit Sahne machen statt Kokosmilch oder?;fact;Ingredient;Ingredient Substitution;26;172;64
Aber man kann ja Ah weißt du was man kann doch ein Curry auch mit Sahne machen statt Kokosmilch oder? Magst du mir da noch rausmachen wie die die Soße machen mit welcher Flüssigkeit? Wenn das mit Sahne ist?;fact;Ingredient;Ingredients in Recipe;26;176;65
Magst du mir da noch rausmachen wie die die Soße machen mit welcher Flüssigkeit? Wenn das mit Sahne ist? Mhm;competence;Preparation;Preparation Steps;26;182;66
Mhm. Gut Was muss ich mit dem Spargel machen Alex Das ist das was ich gar nicht weiß.;competence;Preparation;Preparation of Ingredient;26;186;67
Gut Was muss ich mit dem Spargel machen Alex Das ist das was ich gar nicht weiß. Mhm;competence;Preparation;Preparation Steps;26;188;68
Mhm. Mhm;competence;Preparation;Preparation Steps;26;190;69
Mhm. Eine normale große?;fact;Equipment;Equipment Size;26;194;70
Eine normale große? Mhm Und in was für einen Topf kommt das insgesamt?;fact;Equipment;Equipment needed;26;194;71
Mhm Und in was für einen Topf kommt das insgesamt? In passt eine Pfanne?;fact;Equipment;Equipment needed;26;194;72
In passt eine Pfanne? Wie viel Spargel war denn das?;fact;Amount;Amount of Ingredients;26;200;73
Wie viel Spargel war denn das? Wie kriegt man den durch? Was muss man mit dem Spargel machen?;competence;Cooking technique;Cooking technique - Ingredient;26;202;74
Wie kriegt man den durch? Was muss man mit dem Spargel machen? Könntest du einen Wecker stellen Alex;fact;Miscellaneous;System Abilities;26;204;75
Könntest du einen Wecker stellen Alex. Ah und kannst du schauen ob das Umluft oder Heißluft war bei dem 200 Grad;fact;Temperature;Heating type;26;208;76
Ah und kannst du schauen ob das Umluft oder Heißluft war bei dem 200 Grad. Mhm So. Der Spargel wäre geschnitten.;competence;Preparation;Preparation Steps;26;214;77
Mhm So. Der Spargel wäre geschnitten. Und ich glaub ich brauch doch einen großen Topf. Oder?;fact;Equipment;Equipment Size;26;216;78
Und ich glaub ich brauch doch einen großen Topf. Oder? Was wäre denn Schritt eins gewesen;competence;Preparation;Preparation Steps;26;222;79
Was wäre denn Schritt eins gewesen. Und in circa zwei Zentimeter große Würfel schneiden.;fact;Ingredient;Ingredient - Texture,Appearance;26;224;80
Und in circa zwei Zentimeter große Würfel schneiden.;fact;Ingredient;Ingredient - Texture,Appearance;26;224;81
Und in circa zwei Zentimeter große Würfel schneiden.;fact;Ingredient;Ingredient - Texture,Appearance;26;224;82
Und in circa zwei Zentimeter große Würfel schneiden. Wenn ich die dünner schneide geht es schneller oder?;competence;Cooking technique;Cooking technique - Reassurance;26;224;83
Wenn ich die dünner schneide geht es schneller oder? Ähm Zwei Zentimeter dicke Würfel waren das ursprünglich gell?;fact;Ingredient;Ingredient - Texture,Appearance;26;226;84
Ähm Zwei Zentimeter dicke Würfel waren das ursprünglich gell?;fact;Ingredient;Ingredient - Texture,Appearance;26;226;85
Ähm Zwei Zentimeter dicke Würfel waren das ursprünglich gell?;fact;Ingredient;Ingredient - Texture,Appearance;26;226;86
Ähm Zwei Zentimeter dicke Würfel waren das ursprünglich gell? So. Wie wäre der zweite Schritt.;competence;Preparation;Preparation Steps;26;228;87
So. Wie wäre der zweite Schritt. Ähm gut dann;competence;Preparation;Preparation Steps;26;232;88
Ähm gut dann. Mhm Passt ist gemacht;competence;Preparation;Preparation Steps;26;234;89
Mhm Passt ist gemacht. Wie viel Zwiebel?;fact;Amount;Amount of Ingredients;26;236;90
Wie viel Zwiebel? Eine?;fact;Amount;Amount of Ingredients;26;238;91
Eine? Darf ich den Magst du mal rausfinden Ob ich die Kartoffeln schon zum Spargel in den Topf hauen darf. Ob es da irgendwas gibt In den Folgeschritten.;competence;Preparation;Preparation Steps;26;246;92
Darf ich den Magst du mal rausfinden Ob ich die Kartoffeln schon zum Spargel in den Topf hauen darf. Ob es da irgendwas gibt In den Folgeschritten. Was tut man zuerst erhitzen?;competence;Preparation;Preparation Order;26;250;93
Was tut man zuerst erhitzen? Mhm?;competence;Preparation;Preparation Steps;26;252;94
Mhm? Mhm?;competence;Preparation;Preparation Steps;26;254;95
Mhm? So. Wie viel Ingwer brauche ich.;fact;Amount;Amount of Ingredients;26;258;96
So. Wie viel Ingwer brauche ich. Geschälte oder mit Schale.;fact;Ingredient;Ingredient Type;26;260;97
Geschälte oder mit Schale. Achso nein nein ich mein von der Größe;fact;Ingredient;Ingredient - Texture,Appearance;26;262;98
Achso nein nein ich mein von der Größe. Ist das walnussgroß?;fact;Ingredient;Ingredient - Texture,Appearance;26;264;99
Ist das walnussgroß?;fact;Ingredient;Ingredient - Texture,Appearance;26;264;100
Ist das walnussgroß? Also jetzt brate ich an. Zwiebel Ingwer Knoblauch.;competence;Preparation;Preparation Steps;26;264;101
Also jetzt brate ich an. Zwiebel Ingwer Knoblauch. Ah warte welches Öl sollte ich da hernehmen? Steht da was?;fact;Ingredient;Ingredient Type;26;266;102
Ah warte welches Öl sollte ich da hernehmen? Steht da was? Gut Gibt es ein anderes Öl;fact;Ingredient;Ingredient Substitution;26;268;103
Gut Gibt es ein anderes Öl. Ähm Anbraten oder? Steht da;competence;Preparation;Preparation Steps;26;272;104
Ähm Anbraten oder? Steht da. Eigentlich tut man doch den Knoblauch nicht anbraten oder? Eigentlich bratet man doch Zwiebeln an und tut den Knoblauch erst dann dazu weil der sonst bitter wird. Magst du das mal googeln?;competence;Preparation;Preparation Steps;26;274;105
Eigentlich tut man doch den Knoblauch nicht anbraten oder? Eigentlich bratet man doch Zwiebeln an und tut den Knoblauch erst dann dazu weil der sonst bitter wird. Magst du das mal googeln? Magst du das mal googeln?;competence;Cooking technique;Cooking technique - Ingredient;26;274;106
Magst du das mal googeln? Steht da daran woran man erkennt wann die durch sind?;competence;Cooking technique;Cooking technique - Ingredient;26;278;107
Steht da daran woran man erkennt wann die durch sind? Was kommt denn nach dem Anbraten?;competence;Preparation;Preparation Steps;26;286;108
Was kommt denn nach dem Anbraten? So. Die sind angebraten Kichererbsen.;competence;Preparation;Preparation Steps;26;290;109
So. Die sind angebraten Kichererbsen. Mhm;competence;Preparation;Preparation Steps;26;292;110
Mhm. Also Kichererbsen und dann auch gleich Kartoffeln.;competence;Preparation;Preparation Steps;26;294;111
Also Kichererbsen und dann auch gleich Kartoffeln. Gleichzeitig?;fact;Ingredient;Ingredient addition point in time;26;296;112
Gleichzeitig?;fact;Ingredient;Ingredient addition point in time;26;296;113
Gleichzeitig? Was wäre der nächste Schritt?;competence;Preparation;Preparation Steps;26;298;114
Was wäre der nächste Schritt? Wie viel Flüssigkeit wäre das insgesamt?;fact;Amount;Amount of Ingredients;26;300;115
Wie viel Flüssigkeit wäre das insgesamt? Aha.;competence;Preparation;Preparation Steps;26;302;116
Aha. Mhm;competence;Preparation;Preparation Steps;26;304;117
Mhm. Wie viel Also jetzt habe ich mal 250 Milliliter Sahne.;fact;Amount;Amount of Ingredients;26;308;118
Wie viel Also jetzt habe ich mal 250 Milliliter Sahne. Wie viel Orangending wäre das?;fact;Amount;Amount of Ingredients;26;310;119
Wie viel Orangending wäre das? Wie viel Milliliter Orangensaft?;fact;Amount;Amount of Ingredients;26;314;120
Wie viel Milliliter Orangensaft? Und auf welcher Hitze sollte das jetzt;fact;Temperature;Temperature explicit;26;316;121
Und auf welcher Hitze sollte das jetzt. Jetzt darf ich den Deckel drauftun gell?;competence;Preparation;Preparation Steps;26;318;122
Jetzt darf ich den Deckel drauftun gell? Äh was kommt denn noch? Magst du mal;competence;Preparation;Preparation Steps;26;320;123
Äh was kommt denn noch? Magst du mal. Von Gewürze war jetzt auch nichts drin gell aber die tu ich jetzt einfach schon noch dazu.;fact;Ingredient;Ingredients in Recipe;26;326;124
Von Gewürze war jetzt auch nichts drin gell aber die tu ich jetzt einfach schon noch dazu. Die Flüssigkeit bedeckt jetzt nicht ganz alles. Macht das was?;competence;Preparation;Preparation Steps;26;332;125
Die Flüssigkeit bedeckt jetzt nicht ganz alles. Macht das was? Das muss jetzt noch zehn Minuten kochen;fact;Time;Cooking Time Reassurance;26;336;126
Das muss jetzt noch zehn Minuten kochen;fact;Time;Cooking Time;26;336;127
Das muss jetzt noch zehn Minuten kochen. Jetzt ist eigentlich nichts mehr zu tun.;competence;Preparation;Preparation finished reassurance;26;336;128
Jetzt ist eigentlich nichts mehr zu tun. Darf ich schon würzen? Ich hätte jetzt einfach gewürzt;competence;Preparation;Preparation Steps;26;338;129
Darf ich schon würzen? Ich hätte jetzt einfach gewürzt. Irgendwo war noch Zitrone gestanden gell?;fact;Ingredient;Ingredients in Recipe;26;340;130
Irgendwo war noch Zitrone gestanden gell?;fact;Ingredient;Ingredients in Recipe;26;340;131
Irgendwo war noch Zitrone gestanden gell? Salz Pfeffer Curry Noch was?;fact;Ingredient;Ingredients in Recipe;26;344;132
Salz Pfeffer Curry Noch was? Jetzt schon?;fact;Ingredient;Ingredient addition point in time;26;346;133
Jetzt schon?;fact;Ingredient;Ingredient addition point in time;26;346;134
Jetzt schon? Perfekt. Du dann fange ich jetzt schon das zusammenräumen an oder?;competence;Preparation;Preparation Steps;26;348;135
Grüner Spargel muss schon, soll schon auch geschält werden oder?;competence;Cooking technique;Cooking technique - Ingredient;27;3;1
Grüner Spargel muss schon, soll schon auch geschält werden oder? Und nicht in Wasser kochen?;competence;Cooking technique;Cooking technique - Reassurance;27;7;2
Und nicht in Wasser kochen? Wie ist da so deine Erfahrung? Ist Kochen besser oder Braten? Was gibt mehr Geschmack?;fact;Miscellaneous;Experience;27;9;3
Wie ist da so deine Erfahrung? Ist Kochen besser oder Braten? Was gibt mehr Geschmack? Also ich hätte jetzt das was ich äh in der Pfanne mach so geschnitten?;competence;Cooking technique;Cooking technique - Reassurance;27;15;4
Also ich hätte jetzt das was ich äh in der Pfanne mach so geschnitten? Besser im Ganzen oder;fact;Ingredient;Ingredient - Texture,Appearance;27;17;5
Besser im Ganzen oder;fact;Ingredient;Ingredient - Texture,Appearance;27;17;6
Besser im Ganzen oder;competence;Cooking technique;Cooking technique - Reassurance;27;17;7
Besser im Ganzen oder. Also da stand ja wenn ich den koche dann schon schälen.;competence;Cooking technique;Cooking technique - Reassurance;27;21;8
Also da stand ja wenn ich den koche dann schon schälen. Also auch bei grünem Spargel.;competence;Cooking technique;Cooking technique - Reassurance;27;25;9
Also auch bei grünem Spargel. Wie lange dauert das hier ungefähr?;fact;Time;Cooking Time;27;31;10
Wie lange dauert das hier ungefähr? Zubereitung für zwei Personen;fact;Amount;Amount of Persons;27;33;11
Zubereitung für zwei Personen;fact;Amount;Amount of Persons;27;33;12
Zubereitung für zwei Personen. und dann kommt Couscous;competence;Cooking technique;Cooking technique - Next Step;27;33;13
und dann kommt Couscous. Die Bohnen Kannst du mir mal kurz äh sagen muss ich die kochen oder sind die so weit fertig?;fact;Ingredient;Ingredient - Proper Usage;27;49;14
Die Bohnen Kannst du mir mal kurz äh sagen muss ich die kochen oder sind die so weit fertig? Ok. Ok. Das heißt die muss ich am Ende wenn ich es benutze nur warm machen.;competence;Cooking technique;Cooking technique - Reassurance;27;55;15
Ok. Ok. Das heißt die muss ich am Ende wenn ich es benutze nur warm machen. Sollte reichen oder? Denke ich mal;fact;Equipment;Equipment Size;27;63;16
Sollte reichen oder? Denke ich mal. Dann würde ich ein bisschen Sauerrahm noch drübertun;fact;Ingredient;Ingredient composition;27;67;17
Dann würde ich ein bisschen Sauerrahm noch drübertun. Passt da der Couscous denn überhaupt noch so dazu?;fact;Ingredient;Ingredient composition;27;67;18
Passt da der Couscous denn überhaupt noch so dazu? Oder die Bohnen;fact;Ingredient;Ingredient composition;27;69;19
Oder die Bohnen. Also eigentlich könnte ich ja dann für Ratatouille noch ein paar von den Tomaten reintun oder;fact;Ingredient;Ingredient composition;27;75;20
Also eigentlich könnte ich ja dann für Ratatouille noch ein paar von den Tomaten reintun oder;fact;Ingredient;Ingredient composition;27;75;21
Also eigentlich könnte ich ja dann für Ratatouille noch ein paar von den Tomaten reintun oder. Passt Crème fraîche oder Sauerrahm besser;fact;Ingredient;Ingredient composition;27;75;22
Passt Crème fraîche oder Sauerrahm besser. Wahrscheinlich eher Sauerrahm.;fact;Ingredient;Ingredient composition;27;77;23
Wahrscheinlich eher Sauerrahm. Und ist in dem Ratatouille auch was von Bohnen drin?;fact;Ingredient;Ingredients in Recipe;27;79;24
Und ist in dem Ratatouille auch was von Bohnen drin? So also Couscous Was stand da drin;competence;Preparation;Preparation Steps;27;87;25
So also Couscous Was stand da drin. Fünf bis zehn Minuten.;fact;Time;Cooking Time Reassurance;27;91;26
Fünf bis zehn Minuten. Mit Salz wahrscheinlich noch? Oder;fact;Ingredient;Ingredients in Recipe;27;93;27
Mit Salz wahrscheinlich noch? Oder. Etwas Salz;fact;Ingredient;Ingredients in Recipe;27;95;28
Etwas Salz. Also du hast gesagt Sauerrahm würde da gut dazu passen.;fact;Ingredient;Ingredient composition;27;97;29
Also du hast gesagt Sauerrahm würde da gut dazu passen.;fact;Ingredient;Ingredient composition;27;97;30
Also du hast gesagt Sauerrahm würde da gut dazu passen. Und die Kidneybohnen nicht. Die stehen da nicht in dem Rezept praktisch.;fact;Ingredient;Ingredient composition;27;99;31
Und die Kidneybohnen nicht. Die stehen da nicht in dem Rezept praktisch. Wird ein bisschen viel oder?;fact;Miscellaneous;Experience;27;103;32
Wird ein bisschen viel oder? Wenn ich dich irgendwas zum Rezept gefragt habe dann hast du immer auf chefkoch d e oder so geschaut oder;fact;Recipe;Request for Information Source;27;105;33
Wenn ich dich irgendwas zum Rezept gefragt habe dann hast du immer auf chefkoch d e oder so geschaut oder. Also auf jeden Fall gängige Internetseiten wo man äh Rezepte finden kann.;fact;Recipe;Request for Information Source;27;109;34
Also auf jeden Fall gängige Internetseiten wo man äh Rezepte finden kann. Äh wie ist das jetzt beim Couscous? Ist das ähm eher so gedacht dass Wasser übrig bleibt und man abschüttet oder äh soll das am Ende eher so wirklich alles Wasser aufgesogen haben.;competence;Cooking technique;Cooking technique - Ingredient;27;111;35
Äh wie ist das jetzt beim Couscous? Ist das ähm eher so gedacht dass Wasser übrig bleibt und man abschüttet oder äh soll das am Ende eher so wirklich alles Wasser aufgesogen haben. Also so dass am Ende kein Wasser mehr da ist. Am besten.;competence;Cooking technique;Cooking technique - Reassurance;27;113;36
Obwohl wie lange braucht so ein Couscous?;fact;Time;Cooking Time;28;1;1
Obwohl wie lange braucht so ein Couscous? Ok Im heißen Wasser oder Brühe.;competence;Cooking technique;Cooking technique - Reassurance;28;5;2
Ok Im heißen Wasser oder Brühe. Wie viel Gramm mach ich jetzt wohl für eine Portio- äh Portion?;fact;Amount;Amount of Ingredients;28;7;3
Wie viel Gramm mach ich jetzt wohl für eine Portio- äh Portion? Ok Also einfach jetzt in kochendes Wasser fünf bis zehn Minuten;fact;Time;Cooking Time Reassurance;28;9;4
Ok Also einfach jetzt in kochendes Wasser fünf bis zehn Minuten. Übergießen;competence;Cooking technique;Cooking technique - Reassurance;28;11;5
Übergießen. Steht wie viel Milliliter Wasser das dann benötigt;fact;Amount;Amount of Ingredients;28;15;6
Steht wie viel Milliliter Wasser das dann benötigt. Dürfte jetzt eigentlich schon fertig sein oder?;competence;Cooking technique;Preparation finished reassurance;28;19;7
Dürfte jetzt eigentlich schon fertig sein oder? Was kommt noch in so eine Gemüse-Couscous-Pfanne;fact;Ingredient;Ingredients in Recipe;28;23;8
Was kommt noch in so eine Gemüse-Couscous-Pfanne. Tut da irgendjemand ein Crème fraîche ran.;fact;Ingredient;Ingredients in Recipe;28;23;9
Tut da irgendjemand ein Crème fraîche ran. Oder Sauerrahm;fact;Ingredient;Ingredients in Recipe;28;25;10
Oder Sauerrahm. Achso die tun das dann am Schluss wahrscheinlich so als Deko drauf.;competence;Preparation;Preparation Steps;28;31;11
Ähm Alex welche alternativen Zubereitungsformen oder wie bereitet man weißen Spargel zu.;competence;Cooking technique;Cooking technique - Ingredient;29;2;1
Ähm Alex welche alternativen Zubereitungsformen oder wie bereitet man weißen Spargel zu. Mhm;competence;Cooking technique;Cooking technique - Next Step;29;4;2
Mhm. Mhm;competence;Cooking technique;Cooking technique - Next Step;29;6;3
Mhm. Ähm Ähm Alex schlag mir mal Gerichte mit roten Linsen vor. Oder Rezepte mit oder Gerichte mit roten Linsen.;fact;Recipe;Recipe Retrieval;29;12;4
Ähm Ähm Alex schlag mir mal Gerichte mit roten Linsen vor. Oder Rezepte mit oder Gerichte mit roten Linsen. Äh ähm Alex sag mir mal wie ich rote Linsen kochen muss.;competence;Cooking technique;Cooking technique - Ingredient;29;14;5
Äh ähm Alex sag mir mal wie ich rote Linsen kochen muss. Mhm;competence;Cooking technique;Cooking technique - Next Step;29;16;6
Mhm. Ok. Ich mach jetzt aber nicht alle oder;competence;Cooking technique;Cooking technique - Reassurance;29;18;7
Ok. Ich mach jetzt aber nicht alle oder. Äh wie lang muss ich die die die Linsen spülen?;fact;Time;Preparation Time;29;20;8
Äh wie lang muss ich die die die Linsen spülen? Alex wie lange lass ich schon Wasser drüber laufen?;fact;Time;Passed Time;29;22;9
Alex wie lange lass ich schon Wasser drüber laufen? Echt schon so kurz jetzt?;fact;Time;Cooking Time Reassurance;29;24;10
Echt schon so kurz jetzt? Alex Wie lang lass ich denn die Kartoffeln ungefähr köcheln so im Schnitt;fact;Time;Cooking Time;29;26;11
Alex Wie lang lass ich denn die Kartoffeln ungefähr köcheln so im Schnitt. Gut. Also was ich mir jetzt so vorstelle ist Ich mach da Paprika rein ich mach da Tomaten rein in das Curry ich mach da Zwiebeln rein Richtig. Und dann tu ich ein bisschen das abschmecken und dann tu ich vielleicht noch paar Kartoffeln rein. Tu ich ein paar Kartoffeln rein? Ich weiß es gar nicht Ja ich tu ein paar Kartoffeln rein. Gut dann brauch ich noch einen kleinen Topf für Kartoffeln?;competence;Cooking technique;Cooking technique - Reassurance;29;26;12
Gut. Also was ich mir jetzt so vorstelle ist Ich mach da Paprika rein ich mach da Tomaten rein in das Curry ich mach da Zwiebeln rein Richtig. Und dann tu ich ein bisschen das abschmecken und dann tu ich vielleicht noch paar Kartoffeln rein. Tu ich ein paar Kartoffeln rein? Ich weiß es gar nicht Ja ich tu ein paar Kartoffeln rein. Gut dann brauch ich noch einen kleinen Topf für Kartoffeln? 20 Minuten im Schnitt?;fact;Time;Cooking Time Reassurance;29;28;13
20 Minuten im Schnitt? Welche Zutaten gehören denn alles so in ein Linsencurry rein?;fact;Ingredient;Ingredients in Recipe;29;32;14
Welche Zutaten gehören denn alles so in ein Linsencurry rein? Mhm;fact;Ingredient;Ingredients in Recipe;29;34;15
Mhm. Mhm;fact;Ingredient;Ingredients in Recipe;29;36;16
Mhm. Mhm;fact;Ingredient;Ingredients in Recipe;29;38;17
Mhm. Mhm;fact;Ingredient;Ingredients in Recipe;29;40;18
Mhm. In welcher Form gehören denn die äh Kartoffeln da rein. Gepresst Oder einfach klein geschnitten;fact;Ingredient;Ingredient - Texture,Appearance;29;42;19
In welcher Form gehören denn die äh Kartoffeln da rein. Gepresst Oder einfach klein geschnitten;fact;Ingredient;Ingredient - Texture,Appearance;29;42;20
In welcher Form gehören denn die äh Kartoffeln da rein. Gepresst Oder einfach klein geschnitten. werden die schon vorgekocht.;competence;Preparation;Preparation Steps;29;42;21
werden die schon vorgekocht. Aber äh sind die schon gekocht vorher?;fact;Ingredient;Ingredient - Texture,Appearance;29;44;22
Aber äh sind die schon gekocht vorher? Aber die Kar- die Linsen müssen schon äh vorher gekocht werden oder?;fact;Ingredient;Ingredient - Proper Usage;29;48;23
