utterance;level_0;level_1;level_2;tp;absatz;seq
Was ist Bulgur eigentlich?;fact;Knowledge;Knowledge Ingredient;25;146;49
Kann man sowas kalt essen?;fact;Knowledge;Knowledge Ingredient;25;150;50
Die sind schon eingelegt oder?;fact;Ingredient;Ingredient Type;26;2;1
Die muss man nicht mehr über Nacht stehen lassen.;fact;Ingredient;Proper Storage of Ingredient;26;4;2
Die muss man nicht mehr über Nacht stehen lassen.;fact;Ingredient;Proper Storage of Ingredient;26;4;3
Ich hätte gern Magst du googeln ob es eine Paprikafüllung gibt äh ne warte für eine gekochte Paprika ein Füllung mit Kichererbsen;fact;Recipe;Recipe Retrieval;26;6;4
Magst mal vorlesen was da reingehört?;fact;Ingredient;Ingredients in Recipe;26;16;5
Mhm;fact;Ingredient;Ingredients in Recipe;26;18;6
Mhm;fact;Ingredient;Ingredients in Recipe;26;20;7
Mhm;fact;Ingredient;Ingredients in Recipe;26;22;8
Orangensaft habe ich nicht da könnte man aber Orangenöl und Zitronensaft hernehmen? Und kombinieren?;fact;Ingredient;Ingredient Substitution;26;24;9
Orangensaft habe ich nicht da könnte man aber Orangenöl und Zitronensaft hernehmen? Und kombinieren?;fact;Ingredient;Ingredient Substitution;26;24;10
Wie kompliziert ist denn das was steht denn da da?;fact;Recipe;Recipe Degree of Complexity;26;26;11
Und wie lange dauert das?;fact;Time;Preparation Time;26;28;12
Hättest du Lust zu schauen ob es eine Kichererbsen und Spargelkombination gibt?;fact;Recipe;Recipe Retrieval;26;38;13
Mhm? Cool?;fact;Recipe;Recipe Retrieval;26;40;14
Mhm;fact;Recipe;Recipe Retrieval;26;42;15
Mhm;fact;Recipe;Recipe Retrieval;26;44;16
Hm;fact;Recipe;Recipe Retrieval;26;46;17
Wart Kichererbsencurry mit;fact;Recipe;Recipe Retrieval;26;48;18
Magst schauen was davon gut schnell geht?;fact;Time;Preparation Time;26;50;19
Mhm? Bei dem Curry?;fact;Time;Preparation Time;26;52;20
Ähm was muss ich mit der Paprika machen.;competence;Preparation;Preparation of Ingredient;26;70;21
Mhm?;competence;Preparation;Preparation Steps;26;74;22
Mhm;competence;Preparation;Preparation Steps;26;76;23
Aber ich glaub das kann man auch zerdatschen oder?;fact;Ingredient;Ingredient - Proper Usage;26;80;24
Aber ich glaub das kann man auch zerdatschen oder?;fact;Ingredient;Ingredient - Proper Usage;26;80;25
Und wie viel Kichererbsen brauche ich;fact;Amount;Amount of Ingredients;26;82;26
wir machen ja quasi nur EINE von vier Paprika oder?;fact;Amount;Amount of Ingredients;26;82;27
Dann bräuchte ich da jetzt nur so ein Viertel davon.;fact;Amount;Amount of Ingredients;26;82;28
Wie viel Zitronensaft äh Orangensaft hätten die denn hergenommen?;fact;Amount;Amount of Ingredients;26;90;29
Jetzt haben wir quasi den Orangensaft ersetzt.;fact;Ingredient;Ingredient Substitution;26;94;30
Was brauchen wir noch?;fact;Ingredient;Ingredients in Recipe;26;96;31
Wie viel Olivenöl;fact;Amount;Amount of Ingredients;26;100;32
Ok. Ein halber quasi.;fact;Amount;Amount of Ingredients;26;102;33
Und wie viel Knoblauch?;fact;Amount;Amount of Ingredients;26;104;34
Jetzt weiß ich es schon gell jetzt zerstampfen.;competence;Preparation;Preparation Steps;26;106;35
Ah ja. Was brauch ich denn?;fact;Ingredient;Ingredients in Recipe;26;108;36
Paprika Und dann Salz Pfeffer oder?;fact;Ingredient;Ingredients in Recipe;26;112;37
Paprika Und dann Salz Pfeffer oder?;fact;Ingredient;Ingredients in Recipe;26;112;38
Wie viel Salz war denn angegeben?;fact;Amount;Amount of Ingredients;26;114;39
Jetzt manschen.;competence;Preparation;Preparation Steps;26;116;40
Ich hätte die jetzt durch Pesto ersetzt;fact;Ingredient;Ingredient Substitution;26;120;41
Ich hätte die jetzt durch Pesto ersetzt;fact;Ingredient;Ingredient Substitution;26;120;42
Äh und jetzt füll ich das gell?;competence;Preparation;Preparation Steps;26;124;43
Mhm;competence;Preparation;Preparation Steps;26;126;44
Mhm?;competence;Preparation;Preparation Steps;26;128;45
Mhm?;competence;Preparation;Preparation Steps;26;130;46
Wie lange muss das nachher sein?;fact;Time;Roasting Time;26;132;47
Cool. Hau raus.;fact;Ingredient;Ingredients in Recipe;26;136;48
Mhm?;fact;Ingredient;Ingredients in Recipe;26;140;49
Mhm?;fact;Ingredient;Ingredients in Recipe;26;142;50
Mhm?;fact;Ingredient;Ingredients in Recipe;26;144;51
Mhm;fact;Ingredient;Ingredients in Recipe;26;146;52
Mhm;fact;Ingredient;Ingredients in Recipe;26;148;53
Mhm hab ich;fact;Ingredient;Ingredients in Recipe;26;150;54
Mhm;fact;Ingredient;Ingredients in Recipe;26;152;55
Knolle.;fact;Amount;Amount of Ingredients;26;154;56
Mhm;fact;Ingredient;Ingredients in Recipe;26;160;57
Mhm;fact;Ingredient;Ingredients in Recipe;26;162;58
Mhm;fact;Ingredient;Ingredients in Recipe;26;164;59
Mhm;fact;Ingredient;Ingredients in Recipe;26;166;60
Mhm;fact;Ingredient;Ingredients in Recipe;26;168;61
Mhm;fact;Ingredient;Ingredients in Recipe;26;170;62
Aber man kann ja Ah weißt du was man kann doch ein Curry auch mit Sahne machen statt Kokosmilch oder?;fact;Ingredient;Ingredient Substitution;26;172;63
Aber man kann ja Ah weißt du was man kann doch ein Curry auch mit Sahne machen statt Kokosmilch oder?;fact;Ingredient;Ingredient Substitution;26;172;64
Magst du mir da noch rausmachen wie die die Soße machen mit welcher Flüssigkeit? Wenn das mit Sahne ist?;fact;Ingredient;Ingredients in Recipe;26;176;65
Mhm;competence;Preparation;Preparation Steps;26;182;66
Gut Was muss ich mit dem Spargel machen Alex Das ist das was ich gar nicht weiß.;competence;Preparation;Preparation of Ingredient;26;186;67
Mhm;competence;Preparation;Preparation Steps;26;188;68
Mhm;competence;Preparation;Preparation Steps;26;190;69
Eine normale große?;fact;Equipment;Equipment Size;26;194;70
Mhm Und in was für einen Topf kommt das insgesamt?;fact;Equipment;Equipment needed;26;194;71
In passt eine Pfanne?;fact;Equipment;Equipment needed;26;194;72
Wie viel Spargel war denn das?;fact;Amount;Amount of Ingredients;26;200;73
Wie kriegt man den durch? Was muss man mit dem Spargel machen?;competence;Cooking technique;Cooking technique - Ingredient;26;202;74
Könntest du einen Wecker stellen Alex;fact;Miscellaneous;System Abilities;26;204;75
Ah und kannst du schauen ob das Umluft oder Heißluft war bei dem 200 Grad;fact;Temperature;Heating type;26;208;76
Mhm So. Der Spargel wäre geschnitten.;competence;Preparation;Preparation Steps;26;214;77
Und ich glaub ich brauch doch einen großen Topf. Oder?;fact;Equipment;Equipment Size;26;216;78
Was wäre denn Schritt eins gewesen;competence;Preparation;Preparation Steps;26;222;79
Und in circa zwei Zentimeter große Würfel schneiden.;fact;Ingredient;Ingredient - Texture,Appearance;26;224;80
Und in circa zwei Zentimeter große Würfel schneiden.;fact;Ingredient;Ingredient - Texture,Appearance;26;224;81
Und in circa zwei Zentimeter große Würfel schneiden.;fact;Ingredient;Ingredient - Texture,Appearance;26;224;82
Wenn ich die dünner schneide geht es schneller oder?;competence;Cooking technique;Cooking technique - Reassurance;26;224;83
Ähm Zwei Zentimeter dicke Würfel waren das ursprünglich gell?;fact;Ingredient;Ingredient - Texture,Appearance;26;226;84
Ähm Zwei Zentimeter dicke Würfel waren das ursprünglich gell?;fact;Ingredient;Ingredient - Texture,Appearance;26;226;85
Ähm Zwei Zentimeter dicke Würfel waren das ursprünglich gell?;fact;Ingredient;Ingredient - Texture,Appearance;26;226;86
So. Wie wäre der zweite Schritt.;competence;Preparation;Preparation Steps;26;228;87
Ähm gut dann;competence;Preparation;Preparation Steps;26;232;88
Mhm Passt ist gemacht;competence;Preparation;Preparation Steps;26;234;89
Wie viel Zwiebel?;fact;Amount;Amount of Ingredients;26;236;90
Eine?;fact;Amount;Amount of Ingredients;26;238;91
Darf ich den Magst du mal rausfinden Ob ich die Kartoffeln schon zum Spargel in den Topf hauen darf. Ob es da irgendwas gibt In den Folgeschritten.;competence;Preparation;Preparation Steps;26;246;92
Was tut man zuerst erhitzen?;competence;Preparation;Preparation Order;26;250;93
Mhm?;competence;Preparation;Preparation Steps;26;252;94
Mhm?;competence;Preparation;Preparation Steps;26;254;95
So. Wie viel Ingwer brauche ich.;fact;Amount;Amount of Ingredients;26;258;96
Geschälte oder mit Schale.;fact;Ingredient;Ingredient Type;26;260;97
Achso nein nein ich mein von der Größe;fact;Ingredient;Ingredient - Texture,Appearance;26;262;98
Ist das walnussgroß?;fact;Ingredient;Ingredient - Texture,Appearance;26;264;99
Ist das walnussgroß?;fact;Ingredient;Ingredient - Texture,Appearance;26;264;100
Also jetzt brate ich an. Zwiebel Ingwer Knoblauch.;competence;Preparation;Preparation Steps;26;264;101
Ah warte welches Öl sollte ich da hernehmen? Steht da was?;fact;Ingredient;Ingredient Type;26;266;102
Gut Gibt es ein anderes Öl;fact;Ingredient;Ingredient Substitution;26;268;103
Ähm Anbraten oder? Steht da;competence;Preparation;Preparation Steps;26;272;104
Eigentlich tut man doch den Knoblauch nicht anbraten oder? Eigentlich bratet man doch Zwiebeln an und tut den Knoblauch erst dann dazu weil der sonst bitter wird. Magst du das mal googeln?;competence;Preparation;Preparation Steps;26;274;105
Magst du das mal googeln?;competence;Cooking technique;Cooking technique - Ingredient;26;274;106
Steht da daran woran man erkennt wann die durch sind?;competence;Cooking technique;Cooking technique - Ingredient;26;278;107
Was kommt denn nach dem Anbraten?;competence;Preparation;Preparation Steps;26;286;108
So. Die sind angebraten Kichererbsen.;competence;Preparation;Preparation Steps;26;290;109
Mhm;competence;Preparation;Preparation Steps;26;292;110
Also Kichererbsen und dann auch gleich Kartoffeln.;competence;Preparation;Preparation Steps;26;294;111
Gleichzeitig?;fact;Ingredient;Ingredient addition point in time;26;296;112
Gleichzeitig?;fact;Ingredient;Ingredient addition point in time;26;296;113
Was wäre der nächste Schritt?;competence;Preparation;Preparation Steps;26;298;114
Wie viel Flüssigkeit wäre das insgesamt?;fact;Amount;Amount of Ingredients;26;300;115
Aha.;competence;Preparation;Preparation Steps;26;302;116
Mhm;competence;Preparation;Preparation Steps;26;304;117
Wie viel Also jetzt habe ich mal 250 Milliliter Sahne.;fact;Amount;Amount of Ingredients;26;308;118
Wie viel Orangending wäre das?;fact;Amount;Amount of Ingredients;26;310;119
Wie viel Milliliter Orangensaft?;fact;Amount;Amount of Ingredients;26;314;120
Und auf welcher Hitze sollte das jetzt;fact;Temperature;Temperature explicit;26;316;121
Jetzt darf ich den Deckel drauftun gell?;competence;Preparation;Preparation Steps;26;318;122
Äh was kommt denn noch? Magst du mal;competence;Preparation;Preparation Steps;26;320;123
Von Gewürze war jetzt auch nichts drin gell aber die tu ich jetzt einfach schon noch dazu.;fact;Ingredient;Ingredients in Recipe;26;326;124
Die Flüssigkeit bedeckt jetzt nicht ganz alles. Macht das was?;competence;Preparation;Preparation Steps;26;332;125
Das muss jetzt noch zehn Minuten kochen;fact;Time;Cooking Time Reassurance;26;336;126
Das muss jetzt noch zehn Minuten kochen;fact;Time;Cooking Time;26;336;127
Jetzt ist eigentlich nichts mehr zu tun.;competence;Preparation;Preparation finished reassurance;26;336;128
Darf ich schon würzen? Ich hätte jetzt einfach gewürzt;competence;Preparation;Preparation Steps;26;338;129
Irgendwo war noch Zitrone gestanden gell?;fact;Ingredient;Ingredients in Recipe;26;340;130
Irgendwo war noch Zitrone gestanden gell?;fact;Ingredient;Ingredients in Recipe;26;340;131
Salz Pfeffer Curry Noch was?;fact;Ingredient;Ingredients in Recipe;26;344;132
Jetzt schon?;fact;Ingredient;Ingredient addition point in time;26;346;133
Jetzt schon?;fact;Ingredient;Ingredient addition point in time;26;346;134
Perfekt. Du dann fange ich jetzt schon das zusammenräumen an oder?;competence;Preparation;Preparation Steps;26;348;135
Grüner Spargel muss schon, soll schon auch geschält werden oder?;competence;Cooking technique;Cooking technique - Ingredient;27;3;1
Und nicht in Wasser kochen?;competence;Cooking technique;Cooking technique - Reassurance;27;7;2
Wie ist da so deine Erfahrung? Ist Kochen besser oder Braten? Was gibt mehr Geschmack?;fact;Miscellaneous;Experience;27;9;3
Also ich hätte jetzt das was ich äh in der Pfanne mach so geschnitten?;competence;Cooking technique;Cooking technique - Reassurance;27;15;4
Besser im Ganzen oder;fact;Ingredient;Ingredient - Texture,Appearance;27;17;5
Besser im Ganzen oder;fact;Ingredient;Ingredient - Texture,Appearance;27;17;6
Besser im Ganzen oder;competence;Cooking technique;Cooking technique - Reassurance;27;17;7
Also da stand ja wenn ich den koche dann schon schälen.;competence;Cooking technique;Cooking technique - Reassurance;27;21;8
Also auch bei grünem Spargel.;competence;Cooking technique;Cooking technique - Reassurance;27;25;9
Wie lange dauert das hier ungefähr?;fact;Time;Cooking Time;27;31;10
Zubereitung für zwei Personen;fact;Amount;Amount of Persons;27;33;11
Zubereitung für zwei Personen;fact;Amount;Amount of Persons;27;33;12
und dann kommt Couscous;competence;Cooking technique;Cooking technique - Next Step;27;33;13
Die Bohnen Kannst du mir mal kurz äh sagen muss ich die kochen oder sind die so weit fertig?;fact;Ingredient;Ingredient - Proper Usage;27;49;14
Ok. Ok. Das heißt die muss ich am Ende wenn ich es benutze nur warm machen.;competence;Cooking technique;Cooking technique - Reassurance;27;55;15
Sollte reichen oder? Denke ich mal;fact;Equipment;Equipment Size;27;63;16
Dann würde ich ein bisschen Sauerrahm noch drübertun;fact;Ingredient;Ingredient composition;27;67;17
Passt da der Couscous denn überhaupt noch so dazu?;fact;Ingredient;Ingredient composition;27;67;18
Oder die Bohnen;fact;Ingredient;Ingredient composition;27;69;19
Also eigentlich könnte ich ja dann für Ratatouille noch ein paar von den Tomaten reintun oder;fact;Ingredient;Ingredient composition;27;75;20
Also eigentlich könnte ich ja dann für Ratatouille noch ein paar von den Tomaten reintun oder;fact;Ingredient;Ingredient composition;27;75;21
Passt Crème fraîche oder Sauerrahm besser;fact;Ingredient;Ingredient composition;27;75;22
Wahrscheinlich eher Sauerrahm.;fact;Ingredient;Ingredient composition;27;77;23
Und ist in dem Ratatouille auch was von Bohnen drin?;fact;Ingredient;Ingredients in Recipe;27;79;24
So also Couscous Was stand da drin;competence;Preparation;Preparation Steps;27;87;25
Fünf bis zehn Minuten.;fact;Time;Cooking Time Reassurance;27;91;26
Mit Salz wahrscheinlich noch? Oder;fact;Ingredient;Ingredients in Recipe;27;93;27
Etwas Salz;fact;Ingredient;Ingredients in Recipe;27;95;28
Also du hast gesagt Sauerrahm würde da gut dazu passen.;fact;Ingredient;Ingredient composition;27;97;29
Also du hast gesagt Sauerrahm würde da gut dazu passen.;fact;Ingredient;Ingredient composition;27;97;30
Und die Kidneybohnen nicht. Die stehen da nicht in dem Rezept praktisch.;fact;Ingredient;Ingredient composition;27;99;31
Wird ein bisschen viel oder?;fact;Miscellaneous;Experience;27;103;32
Wenn ich dich irgendwas zum Rezept gefragt habe dann hast du immer auf chefkoch d e oder so geschaut oder;fact;Recipe;Request for Information Source;27;105;33
Also auf jeden Fall gängige Internetseiten wo man äh Rezepte finden kann.;fact;Recipe;Request for Information Source;27;109;34
Äh wie ist das jetzt beim Couscous? Ist das ähm eher so gedacht dass Wasser übrig bleibt und man abschüttet oder äh soll das am Ende eher so wirklich alles Wasser aufgesogen haben.;competence;Cooking technique;Cooking technique - Ingredient;27;111;35
Also so dass am Ende kein Wasser mehr da ist. Am besten.;competence;Cooking technique;Cooking technique - Reassurance;27;113;36
Obwohl wie lange braucht so ein Couscous?;fact;Time;Cooking Time;28;1;1
Ok Im heißen Wasser oder Brühe.;competence;Cooking technique;Cooking technique - Reassurance;28;5;2
Wie viel Gramm mach ich jetzt wohl für eine Portio- äh Portion?;fact;Amount;Amount of Ingredients;28;7;3
Ok Also einfach jetzt in kochendes Wasser fünf bis zehn Minuten;fact;Time;Cooking Time Reassurance;28;9;4
Übergießen;competence;Cooking technique;Cooking technique - Reassurance;28;11;5
Steht wie viel Milliliter Wasser das dann benötigt;fact;Amount;Amount of Ingredients;28;15;6
Dürfte jetzt eigentlich schon fertig sein oder?;competence;Cooking technique;Preparation finished reassurance;28;19;7
Was kommt noch in so eine Gemüse-Couscous-Pfanne;fact;Ingredient;Ingredients in Recipe;28;23;8
Tut da irgendjemand ein Crème fraîche ran.;fact;Ingredient;Ingredients in Recipe;28;23;9
Oder Sauerrahm;fact;Ingredient;Ingredients in Recipe;28;25;10
Achso die tun das dann am Schluss wahrscheinlich so als Deko drauf.;competence;Preparation;Preparation Steps;28;31;11
Ähm Alex welche alternativen Zubereitungsformen oder wie bereitet man weißen Spargel zu.;competence;Cooking technique;Cooking technique - Ingredient;29;2;1
Mhm;competence;Cooking technique;Cooking technique - Next Step;29;4;2
Mhm;competence;Cooking technique;Cooking technique - Next Step;29;6;3
Ähm Ähm Alex schlag mir mal Gerichte mit roten Linsen vor. Oder Rezepte mit oder Gerichte mit roten Linsen.;fact;Recipe;Recipe Retrieval;29;12;4
Äh ähm Alex sag mir mal wie ich rote Linsen kochen muss.;competence;Cooking technique;Cooking technique - Ingredient;29;14;5
Mhm;competence;Cooking technique;Cooking technique - Next Step;29;16;6
Ok. Ich mach jetzt aber nicht alle oder;competence;Cooking technique;Cooking technique - Reassurance;29;18;7
Äh wie lang muss ich die die die Linsen spülen?;fact;Time;Preparation Time;29;20;8
Alex wie lange lass ich schon Wasser drüber laufen?;fact;Time;Passed Time;29;22;9
Echt schon so kurz jetzt?;fact;Time;Cooking Time Reassurance;29;24;10
Alex Wie lang lass ich denn die Kartoffeln ungefähr köcheln so im Schnitt;fact;Time;Cooking Time;29;26;11
Gut. Also was ich mir jetzt so vorstelle ist Ich mach da Paprika rein ich mach da Tomaten rein in das Curry ich mach da Zwiebeln rein Richtig. Und dann tu ich ein bisschen das abschmecken und dann tu ich vielleicht noch paar Kartoffeln rein. Tu ich ein paar Kartoffeln rein? Ich weiß es gar nicht Ja ich tu ein paar Kartoffeln rein. Gut dann brauch ich noch einen kleinen Topf für Kartoffeln?;competence;Cooking technique;Cooking technique - Reassurance;29;26;12
20 Minuten im Schnitt?;fact;Time;Cooking Time Reassurance;29;28;13
Welche Zutaten gehören denn alles so in ein Linsencurry rein?;fact;Ingredient;Ingredients in Recipe;29;32;14
Mhm;fact;Ingredient;Ingredients in Recipe;29;34;15
Mhm;fact;Ingredient;Ingredients in Recipe;29;36;16
Mhm;fact;Ingredient;Ingredients in Recipe;29;38;17
Mhm;fact;Ingredient;Ingredients in Recipe;29;40;18
In welcher Form gehören denn die äh Kartoffeln da rein. Gepresst Oder einfach klein geschnitten;fact;Ingredient;Ingredient - Texture,Appearance;29;42;19
In welcher Form gehören denn die äh Kartoffeln da rein. Gepresst Oder einfach klein geschnitten;fact;Ingredient;Ingredient - Texture,Appearance;29;42;20
werden die schon vorgekocht.;competence;Preparation;Preparation Steps;29;42;21
Aber äh sind die schon gekocht vorher?;fact;Ingredient;Ingredient - Texture,Appearance;29;44;22
Aber die Kar- die Linsen müssen schon äh vorher gekocht werden oder?;fact;Ingredient;Ingredient - Proper Usage;29;48;23
Aber die Kar- die Linsen müssen schon äh vorher gekocht werden oder?;competence;Preparation;Preparation Steps;29;48;24
Mhm;competence;Preparation;Preparation Steps;29;50;25
Mhm;competence;Preparation;Preparation Steps;29;52;26
Ach ok also brauch ich die auch nicht kochen eigentlich.;competence;Preparation;Preparation Steps;29;54;27
Äh brauch da für das Rezept einen Mixer?;fact;Equipment;Equipment needed;29;56;28
So einen Stabmixer oder sowas?;fact;Equipment;Equipment needed;29;58;29
Du wie ist denn die Reihenfolge Erst Zwiebel dann? Kartoffeln?;competence;Preparation;Preparation Order;29;60;30
Das Öl ist heiß?;fact;Temperature;Temperature of Ingredient;29;64;31
Die Kartoffeln schon anbraten oder?;competence;Preparation;Preparation Steps;29;66;32
Äh wie viel Milliliter Wasser sollen rein?;fact;Amount;Amount of Ingredients;29;68;33
In die Brühe?;competence;Preparation;Preparation Steps;29;68;34
Köcheln lassen oder? Oder wie ist denn da der;competence;Preparation;Preparation Steps;29;84;35
Was ist dann Chutney genau?;fact;Knowledge;Knowledge Ingredient;29;90;36
Wie viel Minuten haben wir noch;fact;Time;Remaining Time;29;100;37
Wie lange haben wir noch?;fact;Time;Remaining Time;29;102;38
Wie lange ist denn noch?;fact;Time;Remaining Time;29;104;39
Was könnte ich heute kochen;fact;Recipe;Recipe Retrieval;30;1;1
Hm. Das habe ich schon einmal gekocht.;fact;Recipe;Recipe Retrieval;30;3;2
Ich habe den Großteil der Zutaten nicht. Finde etwas anderes das ich kochen kann.;fact;Recipe;Recipe Retrieval;30;7;3
Was kommt in Kartoffeln auf mexikanische Art?;fact;Ingredient;Ingredients in Recipe;30;11;4
Auch hier habe ich keine Zutaten. Hm. Finde Rezepte für Risotto.;fact;Recipe;Recipe Retrieval;30;13;5
Was kommt in Risotto alla milanese;fact;Ingredient;Ingredients in Recipe;30;15;6
Gehe die Zutatenliste durch.;fact;Ingredient;Ingredients in Recipe;30;19;7
Check;fact;Ingredient;Ingredients in Recipe;30;21;8
Zwiebel check;fact;Ingredient;Ingredients in Recipe;30;23;9
Ersetze kein Instant durch Instant.;fact;Ingredient;Ingredient Substitution;30;25;10
Check;fact;Ingredient;Ingredients in Recipe;30;29;11
Überspringe das;fact;Ingredient;Ingredients in Recipe;30;31;12
Lies mir das Rezept äh die Rezeptschritte vor.;competence;Preparation;Preparation Steps;30;39;13
Was ist primo piato.;fact;Knowledge;Knowledge - Translation;30;41;14
Danke. Fahre mit dem Rezept fort.;competence;Preparation;Preparation Steps;30;43;15
Überspring das;competence;Preparation;Preparation Steps;30;45;16
Schlage mir alternativ einfache Rezeptalternativen zu diesem Rezept vor.;fact;Recipe;Recipe Retrieval;30;47;17
Wie viel Kürbis brauch ich.;fact;Amount;Amount of Ingredients;30;49;18
Ok Lies die Schritte zum Rezept vor.;competence;Preparation;Preparation Steps;30;55;19
Nenne mir alle VORzubereitenden Schritte.;competence;Preparation;Preparation Steps;30;57;20
Wie viel Brühe muss ich auf ansetzen.;fact;Amount;Amount of Ingredients;30;59;21
Alex wie groß müssen die Süßkartoffelteile sein;fact;Ingredient;Ingredient - Texture,Appearance;30;63;22
Gibt es eine genauere Angabe zu Streifen.;fact;Ingredient;Ingredient - Texture,Appearance;30;65;23
Alex was muss ich mit den Streifen machen wenn ich fertig bin.;competence;Preparation;Preparation Steps;30;67;24
Was muss ich mit den STREIfen machen wenn ich fertig bin;competence;Preparation;Preparation Steps;30;69;25
Was muss ich mit dem Knoblauch machen?;competence;Preparation;Preparation of Ingredient;30;71;26
Wie viel Schalotte brauche ich.;fact;Amount;Amount of Ingredients;30;73;27
Wie groß ist eine normale Schalotte.;fact;Knowledge;Knowledge Ingredient;30;75;28
Was ist das in Zentimetern.;fact;Miscellaneous;Size conversion;30;77;29
Wie viel Frühlingszwiebeln müssen in das Gericht.;fact;Amount;Amount of Ingredients;30;79;30
Alex lies mir die folgenden Rezeptschritte nochmal vor.;competence;Preparation;Preparation Steps;30;83;31
Wie viel Öl muss ich erhitzen.;fact;Amount;Amount of Ingredients;30;85;32
Trifft das Rezept Aussagen darüber in was ich das Öl erhitzen soll.;fact;Equipment;Equipment needed;30;87;33
Wechsel ich das GeFÄß noch einmal.;fact;Miscellaneous;Pot change;30;89;34
Wechsel ich das Gefäß noch einmal.;fact;Miscellaneous;Pot change;30;91;35
Ist ein Topf die richtige Wahl.;fact;Equipment;Equipment needed;30;93;36
Kommt außer dem Olivenöl noch etwas in den Topf.;fact;Ingredient;Ingredients in Recipe;30;95;37
Wie viel Butter brauche ich?;fact;Amount;Amount of Ingredients;30;97;38
Wie viel Öl brauche ich?;fact;Amount;Amount of Ingredients;30;99;39
Wann brauche ich die Brühe;fact;Ingredient;Ingredient addition point in time;30;101;40
Ähm ich dünste Schalotten und Knoblauch an.;competence;Preparation;Preparation Steps;30;103;41
Wie lange dünste ich sie an;fact;Time;Steaming Time;30;107;42
Schließt man beim Andünsten den Deckel.;competence;Cooking technique;Technical methods;30;109;43
Was sind die nächsten Schritte nach dem Dünsten.;competence;Preparation;Preparation Steps;30;111;44
Wie viel Wein benötige ich.;fact;Amount;Amount of Ingredients;30;113;45
Wie viel Reis benötige ich.;fact;Amount;Amount of Ingredients;30;115;46
Ist die Menge bereits auf die Hälfte reduziert?;fact;Amount;Amount Adaption;30;117;47
Was ist der Unterschied zwischen Risottoreis und anderem Reis.;fact;Knowledge;Knowledge Ingredient;30;119;48
Wie viel Wein muss ich abmessen?;fact;Amount;Amount of Ingredients;30;121;49
Erkläre mir weitere Schritte.;competence;Preparation;Preparation Steps;30;123;50
Gieße ich die ganze Brühe hinzu?;competence;Preparation;Preparation Steps;30;125;51
Alex nenne mir gute Pizzaservices.;fact;Miscellaneous;Pizza Delivery Service;30;135;52
Wie lange muss der Risottoreis kochen?;fact;Time;Cooking Time;30;139;53
Nachdem ich alles hinzugegeben habe.;competence;Preparation;Preparation Steps;30;141;54
Benötige ich noch Parmesan für das Rezept?;fact;Ingredient;Ingredients in Recipe;30;145;55
Kann ich schon weitere Schritte währenddessen vorbereiten.;competence;Preparation;Preparation Steps;30;147;56
Fahre mit den Instruktionen fort.;competence;Preparation;Preparation Steps;30;151;57
Wie viel Parmesan muss ich unterheben.;fact;Amount;Amount of Ingredients;30;153;58
Wie viel Zeit ist noch über.;fact;Time;Remaining Time;30;155;59
Darf ich meine Frühlingszwiebeln schon hinzugeben?;fact;Ingredient;Ingredient addition point in time;30;157;60
Wie lange läuft mein Timer noch;fact;Time;Remaining Time;30;159;61
Geht es schneller wenn ich die Temp- wenn ich die Temperatur erhöhe.;fact;Time;Cooking Time;30;161;62
Wie viel Frischkäse brauche ich.;fact;Amount;Amount of Ingredients;30;165;63
Was war es ursprünglich?;fact;Ingredient;Ingredient Substitution;30;173;64
Streue Frühlingszwiebeln a k a Zwiebeln ein;competence;Preparation;Preparation Steps;30;175;65
Wann gebe ich Crème fraîche hinzu?;fact;Ingredient;Ingredient addition point in time;30;177;66
Was wenn es aber keine Crème fraîche ist? Sondern Mozzarella der noch schmelzen muss?;competence;Preparation;Alternative Prep Step when other Ingredient;30;179;67
Wann soll ich würzen.;competence;Preparation;Preparation Steps;30;181;68
Ich würz einfach mal den Parmesan?;competence;Preparation;Preparation Steps;30;183;69
Habe ich alle Zutaten hinzugegeben?;fact;Ingredient;Ingredients in Recipe;30;185;70
Thymian Oregano Kerbel Rosmarin Basilikum. Was ist am kresseähnlichsten.;fact;Ingredient;Ingredient Comparison;30;187;71
Alternative to. Kresse.;fact;Ingredient;Ingredient Substitution;30;189;72
Wie lange muss ich das so stehen lassen?;fact;Time;Preparation Time;30;193;73
So. Hey Alex schlag mir ein Gerät mit roten Linsen und Tomaten. vor.;fact;Recipe;Recipe Retrieval;31;2;1
Dann das Zweite Rezept. Kannst du mal das vorlesen was da für Zutaten ich brauch;fact;Ingredient;Ingredients in Recipe;31;4;2
So. Ok. Also. Wie wie ähm fange ich an. Oder;competence;Preparation;Preparation Steps;31;8;3
Was Wasserkocher?;competence;Preparation;Preparation Steps;31;10;4
Das Wasser ist für die Linsen oder?;competence;Preparation;Preparation Steps;31;14;5
Weil irgendwas irgendwie brauche ich ja Kartoffeln auch oder? Hat es geheißen.;fact;Ingredient;Ingredients in Recipe;31;16;6
Mhm;competence;Preparation;Preparation Steps;31;18;7
Also kocht der einfach.;competence;Preparation;Preparation Steps;31;24;8
Ok also Was ist der erste Schritt;competence;Preparation;Preparation Steps;31;26;9
So. Also. Gemüse schneiden und in die Pfanne und erhitzen.;competence;Preparation;Preparation Steps;31;28;10
Äh Was nochmal. Schritt eins;competence;Preparation;Preparation Steps;31;30;11
Äh Was nochmal. Schritt eins;competence;Preparation;Preparation Steps;31;30;12
